perturbation,n_valid,rank_correlation_mean,rank_correlation_std,topk_overlap_k3_mean,topk_overlap_k5_mean,topk_overlap_k10_mean,stability_score_mean,stability_score_std
gaussian_sigma_0.05,35,0.9896397515527949,0.008515833746904788,0.9057142857142857,0.9102040816326531,0.929004329004329,0.9700246479467566,0.05335093238168761
gaussian_sigma_0.10,35,0.9742360248447203,0.020173790655321305,0.8485714285714285,0.8013605442176872,0.8612720612720614,0.9331478502953894,0.06385803783134951
gaussian_sigma_0.20,35,0.9391304347826087,0.050074101179808546,0.7142857142857143,0.7377551020408164,0.7999238856381713,0.9046907774878777,0.07600620618046239
time_warp_factor_0.05,35,0.9944099378881986,0.005325122597083626,0.9285714285714286,0.9523809523809522,0.9480519480519481,0.9840553169281019,0.03508910849924302
time_warp_factor_0.10,35,0.985391304347826,0.011181946021341578,0.8485714285714285,0.8857142857142857,0.916883116883117,0.961516361176481,0.04798839220445939
time_warp_factor_0.20,35,0.9692173913043478,0.020326473906038815,0.82,0.8435374149659863,0.870995670995671,0.9442864342082745,0.05892470052800612
phase_shift_max_2,23,0.7848393194706994,0.11691630459042017,0.5652173913043478,0.489648033126294,0.6538533929838277,0.7910221644061712,0.05219859617491781
phase_shift_max_1,5,0.846782608695652,0.049708108294781686,0.8,0.9333333333333332,0.7272727272727273,0.934985050700065,0.04184106673865733
